sample,elapsed_s,total_ms,decode_wait_ms,prepare_ms,submit_to_flip_ms,other_ms
502,4.334916,7.935,4.559,1.255,1.307,0.814
503,4.34267,8.207,4.534,1.185,1.985,0.503
504,4.351138,8.014,4.512,1.717,1.35,0.435
505,4.360255,8.724,4.624,1.755,1.408,0.937
506,4.368375,8.747,4.627,1.129,2.245,0.746
507,4.376244,8.901,4.501,1.674,2.289,0.437
508,4.3872,8.53,4.581,1.645,1.474,0.83
509,4.395296,8.598,4.603,1.749,1.582,0.664
510,4.403224,9.003,4.647,1.204,2.489,0.663
511,4.411709,8.658,4.588,1.729,1.868,0.473
512,4.419842,8.911,4.629,1.34,2.38,0.562
513,4.428182,8.876,4.55,1.22,2.598,0.508
514,4.436586,8.793,4.572,1.21,2.527,0.484
515,4.445418,8.499,4.633,1.827,1.58,0.459
516,4.455572,7.56,4.576,1.186,1.255,0.543
517,4.465629,7.542,4.604,1.201,1.288,0.449
518,4.473807,7.742,4.535,1.258,1.457,0.492
519,4.482387,7.463,4.597,1.134,1.272,0.46
520,4.490366,7.793,4.645,1.174,1.538,0.436
521,4.499027,7.494,4.491,1.233,1.297,0.473
522,4.50803,7.359,4.497,1.257,1.107,0.498
523,4.515654,8.039,4.49,1.168,1.927,0.454
524,4.524562,7.501,4.506,1.287,1.208,0.5
525,4.532684,7.707,4.491,1.461,1.226,0.529
526,4.541058,7.673,4.517,1.289,1.364,0.503
527,4.548903,8.11,4.491,1.194,1.98,0.445
528,4.557281,8.01,4.523,1.277,1.816,0.394
529,4.565929,7.811,4.554,1.267,1.475,0.515
530,4.574301,8.206,4.558,1.802,1.261,0.585
531,4.584717,8.178,4.594,1.698,1.353,0.533
532,4.592741,8.494,4.535,1.776,1.646,0.537
533,4.601491,7.983,4.518,1.693,1.357,0.415
534,4.609943,8.844,4.582,2.47,1.17,0.622
535,4.617944,8.792,4.594,1.812,2.168,0.218
536,4.626097,9.016,4.544,2.169,2.035,0.268
537,4.636053,7.86,4.619,2.064,0.931,0.246
538,4.644637,8.082,4.523,2.094,1.066,0.399
539,4.653146,8.236,4.601,2.013,1.405,0.217
540,4.660855,8.845,4.596,2.15,1.882,0.217
541,4.669702,8.583,4.621,2.139,1.606,0.217
542,4.678832,9.743,4.718,2.394,1.599,1.032
543,4.686858,9.98,4.997,1.907,2.131,0.945
544,4.695465,9.715,4.641,1.59,2.538,0.946
545,4.70536,9.107,4.608,2.288,1.747,0.464
546,4.716059,8.789,4.594,2.205,1.096,0.894
547,4.723999,9.066,4.556,1.263,2.472,0.775
548,4.732206,8.883,4.496,2.188,1.726,0.473
549,4.740434,8.942,4.631,1.857,2.047,0.407
550,4.748919,8.858,4.545,2.313,1.483,0.517
551,4.757359,8.702,4.591,1.906,1.77,0.435
552,4.765636,8.826,4.523,2.105,1.696,0.502
553,4.774056,8.632,4.569,2.1,1.557,0.406
554,4.782663,9.267,4.623,2.151,1.688,0.805
555,4.791246,9.042,4.62,1.428,2.177,0.817
556,4.798928,9.25,4.523,2.262,2.034,0.431
557,4.80775,9.226,4.598,1.979,1.823,0.826
558,4.815555,9.385,4.514,1.737,2.688,0.446
559,4.826092,7.956,4.593,1.806,1.054,0.503
560,4.834768,7.854,4.548,1.727,0.837,0.742
561,4.842498,8.071,4.497,1.675,1.535,0.364
562,4.851265,8.285,4.503,1.721,1.37,0.691
563,4.860016,8.413,4.508,1.779,1.266,0.86
564,4.868003,8.333,4.523,1.725,1.647,0.438
565,4.876594,8.37,4.493,1.154,1.986,0.737
566,4.884867,8.042,4.505,1.753,1.434,0.35
567,4.895016,7.891,4.583,1.776,1.049,0.483
568,4.90355,8.43,4.51,1.876,1.261,0.783
569,4.911709,8.625,4.545,2.329,1.163,0.588
570,4.920053,8.913,4.516,1.403,2.139,0.855
571,4.92821,8.616,4.517,2.272,1.42,0.407
572,4.936376,8.857,4.521,1.948,1.911,0.477
573,4.94528,8.846,4.504,2.158,1.341,0.843
574,4.955571,8.707,4.653,2.166,1.337,0.551
575,4.966008,9.129,4.595,2.13,1.522,0.882
576,4.974223,9.236,4.578,2.193,1.584,0.881
577,4.982378,8.986,4.642,1.503,2.394,0.447
578,4.990337,9.413,4.639,2.288,1.982,0.504
579,4.999201,8.954,4.466,1.652,2.273,0.563
580,5.007039,9.406,4.569,2.001,2.307,0.529
581,5.016187,9.057,4.539,2.206,1.319,0.993
582,5.023874,9.31,4.736,1.206,2.79,0.578
583,5.03249,8.897,4.541,2.25,1.626,0.48
584,5.041211,8.501,4.593,2.328,1.107,0.473
585,5.049487,8.891,4.562,1.177,2.385,0.767
586,5.057548,8.767,4.635,2.316,1.409,0.407
587,5.065972,9.205,4.611,2.175,1.622,0.797
588,5.074605,8.939,4.635,2.191,1.283,0.83
589,5.084432,8.756,4.632,2.217,1.003,0.904
590,5.093041,8.321,4.59,2.131,0.843,0.757
591,5.101372,8.285,4.533,2.156,0.886,0.71
592,5.109325,8.646,4.508,1.467,1.996,0.675
593,5.117704,8.299,4.587,2.172,1.152,0.388
594,5.126363,8.258,4.591,2.277,0.867,0.523
595,5.134598,8.268,4.549,2.14,1.154,0.425
596,5.14513,8.366,4.599,2.199,1.07,0.498
597,5.153035,8.699,4.755,2.01,1.541,0.393
598,5.161489,8.628,4.509,2.163,1.515,0.441
599,5.169699,8.837,4.516,1.384,2.409,0.528
600,5.178162,8.602,4.532,2.252,1.384,0.434
601,5.186352,8.761,4.523,1.933,1.872,0.433
602,5.195075,8.74,4.496,2.234,1.2,0.81
603,5.203763,8.373,4.489,2.152,0.957,0.775
604,5.213855,8.523,4.638,2.23,0.836,0.819
605,5.224336,8.679,4.619,2.255,0.918,0.887
606,5.232491,8.659,4.52,1.497,1.953,0.689
607,5.240425,8.841,4.535,2.173,1.653,0.48
608,5.24903,8.493,4.581,1.971,1.565,0.376
609,5.257444,8.851,4.618,1.725,1.705,0.803
610,5.265799,8.575,4.654,1.687,1.685,0.549
611,5.274482,8.376,4.602,1.622,1.453,0.699
612,5.282256,8.718,4.615,1.695,1.924,0.484
613,5.291526,8.308,4.619,1.682,1.227,0.78
614,5.299226,8.717,4.625,1.647,1.885,0.56
615,5.30769,8.581,4.647,1.786,1.602,0.546
616,5.315511,8.811,4.593,1.655,2.293,0.27
617,5.324719,8.479,4.579,1.075,2.021,0.804
618,5.334308,8.01,4.665,1.698,1.235,0.412
619,5.343025,8.054,4.59,1.654,1.125,0.685
620,5.351428,8.108,4.632,1.629,1.233,0.614
621,5.35952,8.379,4.608,1.696,1.434,0.641
622,5.3687,8.266,4.598,1.682,1.231,0.755
623,5.37629,8.607,4.58,1.061,2.611,0.355
624,5.386397,7.942,4.609,1.67,1.183,0.48
625,5.395067,7.909,4.577,1.659,1.013,0.66
626,5.403535,7.648,4.56,1.619,0.933,0.536
627,5.411423,8.048,4.515,1.666,1.377,0.49
628,5.420387,8.016,4.543,1.658,1.021,0.794
629,5.428492,8.205,4.493,1.644,1.311,0.757
630,5.437051,8.317,4.51,1.749,1.231,0.827
631,5.445761,8.05,4.504,1.723,1.044,0.779
632,5.455619,8.168,4.634,1.673,1.102,0.759
633,5.465916,8.325,4.613,1.698,1.302,0.712
634,5.47373,8.517,4.537,1.091,2.505,0.384
635,5.482269,8.41,4.528,1.68,1.723,0.479
636,5.49082,8.364,4.553,1.736,1.425,0.65
637,5.499352,8.295,4.531,1.686,1.298,0.78
638,5.50786,8.066,4.522,1.78,1.041,0.723
639,5.515986,8.267,4.548,1.754,1.244,0.721
640,5.524416,8.253,4.508,1.749,1.426,0.57
641,5.532831,8.487,4.474,1.66,1.474,0.879
642,5.540743,8.426,4.52,1.735,1.771,0.4
643,5.548826,8.781,4.535,1.808,1.926,0.512
644,5.557517,8.33,4.656,1.724,1.537,0.413
645,5.565562,8.617,4.581,1.703,1.921,0.412
646,5.576555,8.225,4.607,1.635,1.206,0.777
647,5.5853,8.364,4.606,1.645,1.2,0.913
648,5.593025,8.619,4.615,1.748,1.69,0.566
649,5.601975,8.285,4.578,1.697,1.292,0.718
650,5.60949,8.989,4.684,1.67,2.03,0.605
651,5.61818,8.752,4.613,1.755,1.65,0.734
652,5.626602,8.63,4.628,1.747,1.559,0.696
653,5.636539,8.111,4.632,1.716,1.25,0.513
654,5.645173,8.124,4.587,1.704,1.195,0.638
655,5.653598,8.194,4.61,1.688,1.122,0.774
656,5.662376,8.256,4.603,1.636,1.325,0.692
657,5.670123,8.877,4.582,2.497,1.031,0.767
658,5.678881,8.118,4.584,1.909,1.227,0.398
659,5.686585,8.988,4.589,1.694,2.078,0.627
660,5.697143,7.919,4.608,1.634,1.042,0.635
661,5.707745,8.106,4.68,1.714,0.931,0.781
662,5.716046,7.954,4.497,1.823,1.05,0.584
663,5.724541,8.261,4.527,1.713,1.19,0.831
664,5.732379,8.524,4.534,1.756,1.627,0.607
665,5.740925,8.493,4.527,1.791,1.384,0.791
666,5.749215,8.433,4.501,1.8,1.447,0.685
667,5.757661,8.511,4.553,1.824,1.251,0.883
668,5.76553,8.457,4.551,1.619,1.917,0.37
669,5.774222,8.224,4.499,1.732,1.508,0.485
670,5.782559,8.945,4.536,2.484,1.05,0.875
671,5.790751,8.746,4.478,1.487,2.273,0.508
672,5.799051,8.754,4.494,2.187,1.568,0.505
673,5.80771,8.822,4.557,2.291,1.084,0.89
674,5.815947,8.86,4.551,2.247,1.221,0.841
675,5.824675,8.75,4.54,2.365,0.985,0.86
676,5.835045,8.625,4.601,2.229,0.957,0.838
677,5.843194,8.942,4.461,1.334,2.211,0.936
678,5.851237,8.842,4.614,2.216,1.497,0.515
679,5.85988,9.552,4.617,2.188,1.809,0.938
680,5.868409,9.305,4.545,2.258,1.62,0.882
681,5.876089,9.631,4.574,1.302,3.232,0.523
682,5.886257,8.719,4.648,2.388,1.438,0.245
683,5.894737,8.551,4.684,2.171,1.494,0.202
684,5.902918,8.759,4.618,1.725,2.19,0.226
685,5.912149,8.057,4.63,1.781,1.466,0.18
686,5.919692,8.891,4.727,1.822,2.106,0.236
687,5.928401,8.459,4.644,1.736,1.903,0.176
688,5.936245,8.968,4.67,1.702,2.412,0.184
689,5.944839,8.704,4.601,1.742,2.182,0.179
690,5.954974,7.768,4.609,1.676,1.308,0.175
691,5.96532,7.767,4.67,1.638,1.262,0.197
692,5.973724,8.069,4.66,1.741,1.455,0.213
693,5.982011,8.071,4.596,1.75,1.559,0.166
694,5.990184,8.239,4.662,1.64,1.772,0.165
695,5.998875,7.881,4.637,1.721,1.358,0.165
696,6.006979,8.178,4.616,1.684,1.643,0.235
697,6.015518,7.942,4.653,1.836,1.235,0.218
698,6.023949,7.884,4.618,1.798,1.278,0.19
699,6.031885,8.288,4.615,1.776,1.703,0.194
700,6.040513,7.971,4.604,1.666,1.535,0.166
701,6.048951,7.884,4.62,1.665,1.415,0.184
702,6.057193,7.97,4.674,1.695,1.42,0.181
703,6.066063,7.794,4.617,1.724,1.273,0.18
704,6.075716,7.588,4.647,1.646,1.127,0.168
705,6.084262,7.876,4.631,1.671,1.417,0.157
706,6.092275,8.211,4.669,1.677,1.702,0.163
707,6.100836,7.993,4.634,1.652,1.534,0.173
708,6.109458,7.809,4.689,1.719,1.247,0.154
709,6.117661,8.68,4.679,2.413,1.373,0.215
710,6.125858,8.838,4.638,1.796,2.208,0.196
711,6.136022,7.637,4.588,1.717,1.168,0.164
712,6.144963,7.537,4.607,1.68,1.075,0.175
713,6.153075,7.746,4.494,1.769,1.314,0.169
714,6.161092,8.071,4.499,1.694,1.706,0.172
715,6.169652,7.847,4.545,1.732,1.395,0.175
716,6.177746,8.053,4.52,1.658,1.732,0.143
717,6.186176,8.443,4.602,2.414,1.222,0.205
718,6.196283,7.617,4.682,1.733,1.048,0.154
719,6.205241,7.807,4.5,1.802,1.16,0.345
720,6.213117,8.1,4.508,1.064,2.338,0.19
721,6.22215,8.441,4.55,2.374,1.288,0.229
722,6.230231,8.675,4.491,1.824,2.159,0.201
723,6.238545,8.708,4.561,2.298,1.622,0.227
724,6.246431,9.148,4.568,2.216,2.146,0.218
725,6.25515,8.736,4.56,1.842,2.172,0.162
726,6.26483,7.717,4.647,1.805,1.064,0.201
727,6.273716,7.207,4.535,1.659,0.868,0.145
728,6.282308,7.134,4.497,1.679,0.807,0.151
729,6.290382,7.402,4.517,1.746,0.976,0.163
730,6.299032,7.643,4.502,1.642,1.326,0.173
731,6.306963,8.036,4.595,1.665,1.607,0.169
732,6.315978,7.835,4.588,1.708,1.322,0.217
733,6.32384,8.258,4.616,1.722,1.756,0.164
734,6.334351,7.697,4.646,1.609,1.292,0.15
735,6.34239,8.02,4.655,1.668,1.518,0.179
736,6.350864,7.873,4.613,1.707,1.382,0.171
737,6.359351,7.714,4.646,1.626,1.273,0.169
738,6.367216,8.155,4.592,1.644,1.782,0.137
739,6.375845,8.077,4.627,1.696,1.395,0.359
740,6.384411,7.761,4.609,1.669,1.295,0.188
741,6.394446,7.723,4.658,1.676,1.198,0.191
742,6.404973,7.872,4.595,1.658,1.272,0.347
743,6.413223,7.805,4.624,1.648,1.327,0.206
744,6.421265,8.094,4.645,1.668,1.581,0.2
745,6.429911,7.912,4.61,1.677,1.295,0.33
746,6.438124,7.983,4.593,1.738,1.37,0.282
747,6.446633,7.828,4.606,1.806,1.129,0.287
748,6.454965,8.554,4.564,2.517,1.216,0.257
749,6.463425,8.384,4.496,1.965,1.732,0.191
750,6.472296,7.857,4.578,1.898,1.193,0.188
751,6.479763,8.761,4.579,2.248,1.683,0.251
752,6.488567,8.279,4.543,2.199,1.308,0.229
753,6.496552,8.646,4.545,2.029,1.832,0.24
754,6.505274,8.215,4.561,2.097,1.349,0.208
755,6.515064,8.171,4.622,2.146,1.207,0.196
756,6.523861,7.758,4.536,2.044,0.944,0.234
757,6.531686,8.254,4.546,2.114,1.344,0.25
758,6.540453,8.081,4.552,2.175,1.098,0.256
759,6.548683,8.135,4.531,2.103,1.297,0.204
760,6.556851,8.323,4.551,2.101,1.446,0.225
761,6.565565,7.971,4.525,2.069,1.14,0.237
762,6.573966,7.991,4.513,1.918,1.322,0.238
763,6.584253,8.117,4.633,2.289,0.948,0.247
764,6.592309,8.395,4.547,1.862,1.768,0.218
765,6.600978,8.052,4.54,2.104,1.187,0.221
766,6.609022,8.343,4.628,2.037,1.473,0.205
767,6.617727,8.151,4.629,2.11,1.068,0.344
768,6.626301,8.356,4.642,1.821,1.604,0.289
769,6.634617,8.884,4.652,2.101,1.665,0.466
770,6.644676,8.106,4.606,2.029,1.23,0.241
771,6.654394,8.178,4.636,2.121,1.223,0.198
772,6.663143,7.883,4.575,2.012,1.046,0.25
773,6.671591,8.856,4.641,2.122,1.839,0.254
774,6.679881,8.865,4.571,2.083,1.984,0.227
775,6.688259,8.813,4.624,2.115,1.854,0.22
776,6.69638,8.994,4.598,2.085,2.124,0.187
777,6.705402,8.389,4.648,2.067,1.405,0.269
778,6.713432,8.7,4.534,1.35,2.556,0.26
779,6.721869,8.535,4.67,1.823,1.848,0.194
780,6.730077,8.673,4.523,1.926,2.017,0.207
781,6.738523,8.623,4.652,1.82,1.874,0.277
782,6.746444,9.018,4.578,1.704,2.489,0.247
783,6.75512,8.722,4.492,1.926,2.005,0.299
784,6.765888,8.509,4.656,2.408,1.162,0.283
785,6.774337,8.711,4.536,1.564,2.034,0.577
786,6.782172,9.062,4.498,2.069,2.041,0.454
787,6.791026,8.841,4.576,2.197,1.304,0.764
788,6.799084,8.92,4.494,1.916,1.969,0.541
789,6.807649,9.001,4.54,2.16,1.442,0.859
790,6.816295,8.696,4.525,2.195,1.112,0.864
791,6.824221,8.809,4.48,1.64,2.129,0.56
792,6.834341,8.217,4.631,2.266,0.797,0.523
793,6.843159,7.977,4.49,2.148,0.954,0.385
794,6.851225,8.628,4.469,1.454,1.967,0.738
795,6.859895,8.014,4.558,2.22,0.854,0.382
796,6.867835,8.841,4.517,2.218,1.287,0.819
797,6.876317,8.582,4.495,2.165,1.222,0.7
798,6.88456,8.401,4.501,2.083,1.396,0.421
799,6.894685,8.727,4.644,2.218,1.451,0.414
800,6.903107,8.621,4.535,1.306,2.399,0.381
801,6.91377,8.939,4.635,2.234,1.159,0.911
802,6.922093,8.899,4.579,2.024,1.442,0.854
803,6.930519,8.789,4.616,2.135,1.204,0.834
804,6.938656,8.774,4.629,2.112,1.403,0.63
805,6.947688,8.769,4.586,2.165,1.169,0.849
806,6.955581,9.26,4.684,2.234,1.447,0.895
807,6.964091,9.05,4.582,2.181,1.426,0.861
808,6.972287,9.207,4.61,2.201,1.522,0.874
809,6.980574,9.231,4.522,1.287,2.596,0.826
810,6.988665,8.995,4.634,1.764,2.248,0.349
811,6.997094,9.252,4.577,1.688,2.289,0.698
812,7.007598,8.073,4.622,1.693,1.306,0.452
813,7.015521,8.372,4.6,1.717,1.719,0.336
814,7.024287,8.256,4.618,1.644,1.339,0.655
815,7.032646,8.139,4.629,1.657,1.291,0.562
816,7.04067,8.358,4.607,1.66,1.617,0.474
817,7.049132,8.056,4.508,1.828,1.41,0.31
818,7.057315,8.225,4.53,1.172,2.203,0.32
819,7.065668,8.125,4.518,1.735,1.634,0.238
820,7.075661,7.508,4.595,1.752,0.97,0.191
821,7.084108,7.377,4.523,1.824,0.85,0.18
822,7.092909,7.225,4.514,1.792,0.725,0.194
823,7.100633,7.836,4.531,1.736,1.378,0.191
824,7.109031,7.745,4.495,1.825,1.262,0.163
825,7.117632,7.517,4.536,1.719,1.061,0.201
826,7.125702,7.742,4.546,1.795,1.238,0.163
827,7.134352,7.448,4.538,1.789,0.93,0.191
828,7.144734,7.393,4.597,1.795,0.824,0.177
829,7.154817,7.67,4.587,1.846,1.016,0.221
830,7.163092,7.692,4.497,1.788,1.22,0.187
831,7.171402,7.722,4.552,1.734,1.237,0.199
832,7.180095,8.014,4.552,1.999,1.017,0.446
833,7.188238,8.037,4.521,1.995,1.237,0.284
834,7.196435,8.361,4.58,2.115,1.413,0.253
835,7.205188,7.913,4.624,1.532,1.538,0.219
836,7.213218,8.235,4.646,1.938,1.403,0.248
837,7.221744,8.339,4.658,1.976,1.462,0.243
838,7.229616,8.846,4.601,1.882,2.077,0.286
839,7.238262,8.528,4.628,1.867,1.754,0.279
840,7.247047,8.025,4.61,1.939,1.241,0.235
841,7.254898,8.511,4.611,1.908,1.771,0.221
842,7.265699,8.27,4.623,2.162,1.156,0.329
843,7.273663,8.535,4.631,2.004,1.678,0.222
844,7.2821,8.407,4.608,2.057,1.535,0.207
845,7.290579,8.326,4.679,1.881,1.525,0.241
846,7.298606,8.602,4.631,1.91,1.856,0.205
847,7.306919,8.614,4.65,1.913,1.842,0.209
848,7.315756,8.446,4.656,2.346,1.12,0.324
849,7.325658,8.421,4.63,2.173,1.365,0.253
850,7.33419,8.155,4.725,1.803,1.467,0.16
851,7.34233,8.419,4.636,1.744,1.816,0.223
852,7.350886,8.175,4.551,1.186,2.226,0.212
853,7.35944,7.931,4.532,1.349,1.862,0.188
854,7.367539,8.178,4.545,1.829,1.61,0.194
855,7.375793,8.221,4.547,1.79,1.727,0.157
856,7.386015,7.499,4.669,1.757,0.893,0.18
857,7.394665,7.522,4.54,1.703,1.042,0.237
858,7.403286,7.331,4.571,1.717,0.871,0.172
859,7.411252,7.921,4.535,1.872,1.115,0.399
860,7.419738,7.668,4.546,1.796,1.082,0.244
861,7.428281,7.509,4.52,1.717,0.973,0.299
862,7.436264,7.763,4.537,1.813,1.208,0.205
863,7.444843,7.532,4.529,1.706,1.088,0.209
864,7.454641,7.25,4.591,1.755,0.732,0.172
865,7.463165,7.065,4.493,1.703,0.692,0.177
866,7.47188,7.336,4.534,1.81,0.797,0.195
867,7.479856,7.754,4.525,1.684,1.295,0.25
868,7.488484,7.383,4.533,1.649,1.033,0.168
869,7.4965,7.817,4.554,1.85,1.206,0.207
870,7.505018,7.853,4.588,1.789,1.28,0.196
871,7.515485,7.575,4.634,1.714,0.964,0.263
872,7.523949,7.754,4.625,1.707,1.213,0.209
873,7.532014,8.0,4.611,1.7,1.502,0.187
874,7.540448,7.903,4.642,1.771,1.29,0.2
875,7.548655,8.034,4.628,1.78,1.426,0.2
876,7.55664,8.364,4.626,2.372,1.157,0.209
877,7.565272,8.089,4.678,2.108,1.087,0.216
878,7.576023,7.243,4.582,1.284,1.196,0.181
879,7.585993,7.858,4.56,1.698,1.371,0.229
880,7.594382,7.769,4.554,1.809,1.207,0.199
881,7.602604,8.346,4.649,2.041,1.416,0.24
882,7.611041,8.199,4.593,1.842,1.576,0.188
883,7.61924,8.353,4.667,1.973,1.507,0.206
884,7.627749,8.216,4.648,1.891,1.434,0.243
885,7.636303,8.308,4.663,1.99,1.459,0.196
886,7.644688,8.414,4.599,1.227,2.233,0.355
887,7.653155,8.147,4.524,1.79,1.62,0.213
888,7.661356,8.37,4.556,1.199,2.298,0.317
889,7.669867,8.147,4.558,1.344,1.982,0.263
890,7.677933,8.439,4.521,1.925,1.705,0.288
891,7.686518,8.178,4.564,1.828,1.51,0.276
892,7.696456,6.916,4.612,1.187,0.862,0.255
893,7.70499,6.884,4.517,1.282,0.853,0.232
894,7.713401,6.958,4.533,1.288,0.845,0.292
895,7.721591,7.44,4.502,1.606,1.003,0.329
896,7.730075,7.287,4.541,1.466,0.972,0.308
897,7.738312,7.48,4.543,1.629,0.991,0.317
898,7.747298,7.306,4.521,1.584,0.911,0.29
899,7.75496,7.958,4.52,1.438,1.721,0.279
900,7.76555,7.846,4.607,1.769,1.097,0.373
901,7.773588,8.051,4.556,1.606,1.602,0.287
902,7.782274,7.736,4.527,1.506,1.386,0.317
903,7.790269,8.068,4.513,1.389,1.86,0.306
904,7.798972,7.74,4.555,1.31,1.537,0.338
905,7.807217,7.81,4.786,1.481,1.205,0.338
906,7.815608,8.125,4.613,1.988,1.164,0.36
907,7.823913,8.076,4.607,1.374,1.817,0.278
908,7.833962,8.502,4.643,2.305,1.288,0.266
909,7.842494,8.315,4.641,1.422,1.988,0.264
910,7.8511,8.888,4.627,2.347,1.548,0.366
911,7.859292,9.078,4.676,2.211,1.788,0.403
912,7.867791,9.098,4.555,1.616,2.356,0.571
913,7.876234,8.892,4.488,1.254,2.69,0.46
914,7.886274,8.037,4.58,1.585,1.297,0.575
915,7.894842,7.701,4.568,1.296,1.36,0.477
916,7.903455,7.711,4.588,1.32,1.279,0.524
917,7.911403,8.043,4.591,1.382,1.592,0.478
918,7.920428,7.833,4.57,1.437,1.327,0.499
919,7.928038,8.552,4.553,1.436,2.069,0.494
920,7.936326,8.635,4.629,1.346,2.148,0.512
921,7.944857,8.414,4.604,1.522,1.79,0.498
922,7.953706,8.564,4.56,2.318,1.147,0.539
923,7.96415,8.165,4.643,1.461,1.009,1.052
924,7.971793,8.335,4.472,1.984,1.361,0.518
925,7.980123,8.258,4.488,1.194,2.157,0.419
926,7.9888,7.972,4.528,1.807,1.167,0.47
927,7.997188,8.075,4.485,1.253,1.709,0.628
928,8.005392,8.129,4.533,1.71,1.328,0.558
929,8.01605,8.885,4.602,2.389,1.017,0.877
930,8.025683,8.2,4.569,2.117,1.082,0.432
931,8.034691,8.72,4.509,2.313,1.022,0.876
932,8.042737,8.844,4.494,2.326,1.301,0.723
933,8.051286,8.772,4.506,1.568,1.861,0.837
934,8.059306,8.647,4.527,2.32,1.379,0.421
935,8.067668,8.753,4.555,1.888,1.797,0.513
936,8.075822,8.836,4.523,2.317,1.551,0.445
937,8.084899,8.564,4.497,2.24,0.971,0.856
938,8.093078,8.829,4.541,1.654,1.702,0.932
939,8.101065,8.686,4.496,2.192,1.534,0.464
940,8.10968,8.909,4.624,2.141,1.2,0.944
941,8.11793,8.834,4.601,2.093,1.358,0.782
942,8.126578,8.51,4.616,2.1,1.032,0.762
943,8.136334,8.906,4.675,2.202,1.418,0.611
944,8.144837,8.651,4.613,1.936,1.597,0.505
945,8.153676,8.303,4.618,1.794,1.24,0.651
946,8.161896,8.51,4.594,1.691,1.484,0.741
947,8.169843,8.927,4.62,1.782,1.753,0.772
948,8.178513,8.414,4.661,1.656,1.503,0.594
949,8.186544,8.764,4.628,1.686,1.805,0.645
950,8.196581,7.922,4.64,1.673,1.117,0.492
951,8.203707,9.316,4.533,1.748,2.368,0.667
952,8.213498,8.058,4.62,1.697,1.158,0.583
953,8.22227,7.836,4.605,1.638,0.958,0.635
954,8.230241,8.15,4.612,1.642,1.307,0.589
955,8.238524,8.185,4.614,1.643,1.36,0.568
956,8.247451,7.637,4.588,1.601,0.887,0.561
957,8.255248,8.179,4.502,1.673,1.445,0.559
958,8.263751,8.009,4.5,1.686,1.271,0.552
959,8.273787,9.003,4.673,2.457,1.312,0.561
960,8.282287,8.763,4.515,1.552,2.233,0.463
961,8.290632,8.702,4.516,2.403,1.343,0.44
962,8.299239,8.797,4.472,1.559,1.973,0.793
963,8.307021,8.928,4.527,2.442,1.55,0.409
964,8.31563,8.705,4.514,2.126,1.627,0.438
965,8.325827,8.458,4.645,2.215,1.091,0.507
966,8.33487,8.866,4.485,2.338,1.142,0.901
967,8.34289,9.22,4.52,2.234,1.549,0.917
968,8.351517,9.312,4.488,2.417,1.463,0.944
969,8.359675,9.086,4.565,2.267,1.716,0.538
970,8.367419,9.422,4.505,1.907,2.735,0.275
971,8.375897,9.249,4.555,2.051,2.379,0.264
972,8.384285,9.182,4.556,2.049,2.338,0.239
973,8.394397,7.615,4.582,1.931,0.913,0.189
974,8.403358,8.059,4.558,1.886,1.392,0.223
975,8.410984,8.77,4.563,2.155,1.81,0.242
976,8.419541,8.553,4.649,2.118,1.55,0.236
977,8.42811,8.475,4.627,2.143,1.514,0.191
978,8.43606,8.882,4.591,2.06,2.021,0.21
979,8.446222,8.293,4.626,2.055,1.344,0.268
980,8.45487,8.133,4.617,1.957,1.327,0.232
981,8.463153,8.378,4.667,2.062,1.406,0.243
982,8.471664,8.137,4.62,1.944,1.403,0.17
983,8.479865,8.3,4.628,1.912,1.556,0.204
984,8.488427,8.224,4.661,2.024,1.183,0.356
985,8.497168,7.929,4.615,1.909,1.207,0.198
986,8.504887,8.569,4.595,1.941,1.828,0.205
987,8.5153,7.93,4.664,2.025,1.032,0.209
988,8.523808,7.816,4.612,1.822,1.176,0.206
989,8.531816,8.142,4.63,1.989,1.326,0.197
990,8.540242,8.05,4.657,1.515,1.686,0.192
991,8.54902,8.243,4.639,1.992,1.387,0.225
992,8.556917,8.686,4.591,2.027,1.843,0.225
993,8.565601,8.424,4.691,2.01,1.511,0.212
994,8.575644,7.888,4.611,2.098,0.984,0.195
995,8.584075,7.796,4.619,1.931,1.049,0.197
996,8.592493,8.273,4.659,2.104,1.293,0.217
997,8.600676,8.417,4.616,1.925,1.671,0.205
998,8.609257,8.163,4.638,1.848,1.472,0.205
999,8.617247,8.525,4.638,1.877,1.799,0.211
1000,8.625759,8.343,4.647,1.884,1.612,0.2
1001,8.634223,8.174,4.622,1.753,1.649,0.15
1002,8.64447,7.728,4.604,1.754,1.132,0.238
1003,8.654859,7.701,4.614,1.668,1.228,0.191
1004,8.663061,7.84,4.644,1.72,1.305,0.171
1005,8.671544,7.821,4.597,1.706,1.216,0.302
1006,8.679679,7.925,4.647,1.73,1.345,0.203
1007,8.68816,7.811,4.572,1.103,1.903,0.233
1008,8.696402,7.842,4.607,1.677,1.383,0.175
1009,8.704698,7.931,4.506,1.735,1.461,0.229
1010,8.713272,7.629,4.535,1.68,1.249,0.165
1011,8.721703,7.57,4.515,1.733,1.119,0.203
1012,8.730388,7.482,4.547,1.735,0.889,0.311
1013,8.738532,7.618,4.512,1.698,1.146,0.262
1014,8.746874,7.559,4.513,1.747,1.098,0.201
1015,8.754911,7.82,4.524,1.763,1.366,0.167
1016,8.763308,7.739,4.551,1.706,1.329,0.153
1017,8.773296,7.215,4.621,1.658,0.767,0.169
