sample,elapsed_s,total_ms,decode_wait_ms,prepare_ms,submit_to_flip_ms,other_ms
506,4.369601,9.206,4.614,3.518,0.866,0.208
507,4.378071,9.243,4.542,3.872,0.647,0.182
508,4.386612,9.058,4.764,3.433,0.695,0.166
509,4.395274,9.139,4.593,3.017,0.772,0.757
510,4.404947,8.729,4.615,3.255,0.648,0.211
511,4.413525,9.052,4.599,3.474,0.811,0.168
512,4.421624,9.354,4.665,2.214,1.235,1.24
513,4.430395,9.145,4.684,3.655,0.632,0.174
514,4.438315,9.67,4.985,2.485,1.204,0.996
515,4.446925,9.285,4.596,3.281,1.234,0.174
516,4.454985,9.611,4.754,2.155,1.432,1.27
517,4.465295,8.644,4.61,3.082,0.654,0.298
518,4.473656,8.962,4.597,3.524,0.662,0.179
519,4.482429,8.645,4.61,2.867,0.636,0.532
520,4.490148,9.191,4.685,3.005,1.196,0.305
521,4.499083,9.267,4.648,3.778,0.642,0.199
522,4.507555,9.092,4.741,3.496,0.69,0.165
523,4.51536,9.703,4.808,2.24,1.448,1.207
524,4.524425,8.905,4.626,3.034,0.917,0.328
525,4.532346,9.311,4.591,2.918,1.372,0.43
526,4.542546,8.828,4.577,3.521,0.569,0.161
527,4.55078,9.074,4.8,3.393,0.664,0.217
528,4.559452,8.708,4.597,3.08,0.714,0.317
529,4.567241,9.333,4.652,2.932,1.21,0.539
530,4.575964,8.831,4.632,3.318,0.732,0.149
531,4.584372,8.781,4.478,3.082,0.939,0.282
532,4.594564,8.897,4.618,3.472,0.656,0.151
533,4.602959,8.86,4.668,3.173,0.81,0.209
534,4.611438,8.683,4.626,2.936,0.71,0.411
535,4.619539,9.041,4.655,3.569,0.623,0.194
536,4.628082,8.798,4.627,3.091,0.83,0.25
537,4.63629,8.933,4.466,3.187,1.117,0.163
538,4.644665,8.863,4.666,3.462,0.6,0.135
539,4.653298,8.714,4.553,3.033,0.706,0.422
540,4.663188,8.618,4.575,3.096,0.698,0.249
541,4.673707,8.689,4.596,3.275,0.62,0.198
542,4.682499,8.516,4.59,3.036,0.576,0.314
543,4.690277,9.071,4.55,3.178,1.15,0.193
544,4.698735,8.929,4.581,3.445,0.736,0.167
545,4.707,9.009,4.715,3.118,0.946,0.23
546,4.715382,8.926,4.572,2.98,1.066,0.308
547,4.724128,8.575,4.594,3.132,0.646,0.203
548,4.732133,8.883,4.589,2.422,0.988,0.884
549,4.74032,9.018,4.569,3.167,1.108,0.174
550,4.748776,8.934,4.596,3.4,0.736,0.202
551,4.757054,8.931,4.676,3.05,0.98,0.225
552,4.765282,9.04,4.504,3.011,1.26,0.265
553,4.773948,8.727,4.546,3.297,0.714,0.17
554,4.784532,8.812,4.61,3.407,0.638,0.157
555,4.792678,9.133,4.648,3.442,0.754,0.289
556,4.801154,8.887,4.593,3.099,0.966,0.229
557,4.809323,9.076,4.629,2.989,1.107,0.351
558,4.817521,9.156,4.684,3.426,0.887,0.159
559,4.826118,8.894,4.489,3.148,1.097,0.16
560,4.834279,9.065,4.478,3.163,1.267,0.157
561,4.844489,8.977,4.592,3.556,0.665,0.164
562,4.853284,8.62,4.579,3.086,0.714,0.241
563,4.861491,8.993,4.524,3.696,0.585,0.188
564,4.869595,9.331,4.707,2.289,1.201,1.134
565,4.878211,8.983,4.567,3.681,0.569,0.166
566,4.886434,9.169,4.686,2.298,1.103,1.082
567,4.894773,9.096,4.599,3.403,0.923,0.171
568,4.904829,8.653,4.566,3.272,0.662,0.153
569,4.913227,8.636,4.627,3.064,0.694,0.251
570,4.921758,8.842,4.57,3.419,0.677,0.176
571,4.930072,8.881,4.661,3.123,0.885,0.212
572,4.938433,8.826,4.638,3.085,0.881,0.222
573,4.947102,9.294,4.61,3.896,0.638,0.15
574,4.954922,9.947,5.193,3.473,0.994,0.287
575,4.963486,9.69,4.786,2.22,1.522,1.162
576,4.971958,9.451,4.56,3.313,1.403,0.175
577,4.982577,8.928,4.645,3.483,0.586,0.214
578,4.990419,9.444,4.936,3.438,0.834,0.236
579,4.999018,9.135,4.774,3.106,1.013,0.242
580,5.006953,9.547,4.861,3.163,1.319,0.204
581,5.015685,9.135,4.606,3.441,0.9,0.188
582,5.026136,8.893,4.592,3.566,0.584,0.151
583,5.034238,9.21,4.662,3.066,1.153,0.329
584,5.042769,8.966,4.572,3.439,0.766,0.189
585,5.050741,9.391,4.678,2.124,1.302,1.287
586,5.059301,9.074,4.552,3.083,1.204,0.235
587,5.067832,8.905,4.626,3.247,0.837,0.195
588,5.076027,9.015,4.65,2.156,1.044,1.165
589,5.084231,9.216,4.591,3.079,1.236,0.31
590,5.094487,8.876,4.609,3.482,0.631,0.154
591,5.103178,8.558,4.595,3.119,0.661,0.183
592,5.111281,8.829,4.479,3.178,0.981,0.191
593,5.119899,8.623,4.604,3.294,0.575,0.15
594,5.127855,8.982,4.825,3.146,0.87,0.141
595,5.136824,8.723,4.619,3.332,0.601,0.171
596,5.144536,9.401,4.789,3.396,0.997,0.219
597,5.155143,8.645,4.664,3.034,0.651,0.296
598,5.163268,8.878,4.508,3.103,1.016,0.251
599,5.171791,8.788,4.517,3.473,0.61,0.188
600,5.180622,8.869,4.65,3.515,0.558,0.146
601,5.188386,9.534,4.911,2.596,1.225,0.802
602,5.196901,9.269,4.545,3.307,1.263,0.154
603,5.204894,9.616,4.843,3.651,0.962,0.16
604,5.213626,9.241,4.56,3.506,0.993,0.182
605,5.223917,8.737,4.588,3.293,0.652,0.204
606,5.232126,8.858,4.581,3.186,0.892,0.199
607,5.240475,8.812,4.646,2.869,0.831,0.466
608,5.248615,8.988,4.511,3.517,0.801,0.159
609,5.257029,9.267,4.574,3.793,0.724,0.176
610,5.265986,8.933,4.548,3.223,0.739,0.423
611,5.27421,8.829,4.515,3.104,0.935,0.275
612,5.284364,8.5,4.553,3.004,0.584,0.359
613,5.294427,8.532,4.608,2.937,0.599,0.388
614,5.30261,8.706,4.603,2.983,0.757,0.363
615,5.31118,8.752,4.566,3.122,0.809,0.255
616,5.319481,9.056,4.643,3.573,0.659,0.181
617,5.327829,9.018,4.75,3.235,0.846,0.187
618,5.336554,8.979,4.622,3.512,0.618,0.227
619,5.344636,9.259,4.717,2.301,1.119,1.122
620,5.353034,9.675,4.642,3.781,0.708,0.544
621,5.361794,9.083,4.581,3.401,0.722,0.379
622,5.370075,9.135,4.676,3.132,0.913,0.414
623,5.378092,9.473,4.66,2.17,1.24,1.403
624,5.386706,9.191,4.602,3.462,0.736,0.391
625,5.395019,9.142,4.717,3.141,0.93,0.354
626,5.405678,9.276,4.607,3.416,0.715,0.538
627,5.413786,9.635,4.879,3.666,0.638,0.452
628,5.422368,9.555,4.702,3.073,1.065,0.715
629,5.430631,9.327,4.666,3.52,0.821,0.32
630,5.438868,9.788,4.846,3.762,0.707,0.473
631,5.447229,10.085,4.922,3.533,0.832,0.798
632,5.455467,10.116,4.904,3.402,1.069,0.741
633,5.463859,9.878,4.679,3.35,1.296,0.553
634,5.473904,9.111,4.536,2.1,0.857,1.618
635,5.482476,8.994,4.62,2.109,0.797,1.468
636,5.490567,9.363,4.592,3.588,0.793,0.39
637,5.499293,9.02,4.489,2.002,0.874,1.655
638,5.507654,9.275,4.585,3.532,0.735,0.423
639,5.515837,9.55,4.843,3.235,0.91,0.562
640,5.524412,9.172,4.49,3.068,1.043,0.571
641,5.534753,9.19,4.599,3.389,0.725,0.477
642,5.544724,9.176,4.615,2.065,0.808,1.688
643,5.552719,9.375,4.658,3.476,0.853,0.388
644,5.561414,9.089,4.468,2.084,0.937,1.6
645,5.569928,8.81,4.543,2.153,0.725,1.389
646,5.577835,9.194,4.585,3.331,1.008,0.27
647,5.586775,8.748,4.579,2.163,0.717,1.289
648,5.594398,9.456,4.568,2.202,1.437,1.249
649,5.603016,9.148,4.574,2.195,1.148,1.231
650,5.611675,8.966,4.585,2.256,0.854,1.271
651,5.619659,9.296,4.562,2.122,1.244,1.368
652,5.628099,9.117,4.603,2.181,1.123,1.21
653,5.636187,9.413,4.556,2.136,1.416,1.305
654,5.644678,9.312,4.588,2.231,1.237,1.256
655,5.653216,9.06,4.676,2.059,0.954,1.371
656,5.663323,8.691,4.588,2.134,0.687,1.282
657,5.672007,8.682,4.616,2.148,0.642,1.276
658,5.680513,8.742,4.611,2.163,0.767,1.201
659,5.688394,9.238,4.548,2.163,1.278,1.249
660,5.696744,9.256,4.602,2.13,1.229,1.295
661,5.704946,9.349,4.517,3.315,1.26,0.257
662,5.713562,9.034,4.645,3.543,0.631,0.215
663,5.723777,8.821,4.602,3.413,0.604,0.202
664,5.732406,9.031,4.63,3.552,0.645,0.204
665,5.740601,9.193,4.702,2.24,1.105,1.146
666,5.748836,9.226,4.651,3.303,1.108,0.164
667,5.75783,8.749,4.585,3.449,0.557,0.158
668,5.765532,9.488,4.922,3.349,0.955,0.262
669,5.773948,9.377,4.743,3.176,1.224,0.234
670,5.783997,8.818,4.634,3.341,0.653,0.19
671,5.792613,8.517,4.578,2.204,0.606,1.129
672,5.801046,8.589,4.58,3.168,0.672,0.169
673,5.809135,8.841,4.632,3.195,0.824,0.19
674,5.817627,8.861,4.529,3.597,0.581,0.154
675,5.826196,9.015,4.601,3.346,0.56,0.508
676,5.834359,8.905,4.501,3.016,1.009,0.379
677,5.844868,8.772,4.598,3.272,0.71,0.192
678,5.853309,8.846,4.627,3.124,0.68,0.415
679,5.861372,9.238,4.484,3.836,0.626,0.292
680,5.869941,8.948,4.596,2.466,0.981,0.905
681,5.877898,9.298,4.625,3.246,1.247,0.18
682,5.88649,9.085,4.581,3.706,0.618,0.18
683,5.894392,9.599,5.117,2.503,1.043,0.936
684,5.902855,9.375,4.581,3.323,1.306,0.165
685,5.913832,8.69,4.601,3.35,0.579,0.16
686,5.921931,8.959,4.701,3.16,0.869,0.229
687,5.930125,9.083,4.586,3.088,1.133,0.276
688,5.938617,9.021,4.607,3.521,0.724,0.169
689,5.946848,9.595,4.758,3.933,0.609,0.295
690,5.955149,9.618,5.1,3.594,0.657,0.267
691,5.963314,9.747,4.989,3.435,1.106,0.217
692,5.974138,8.585,4.573,3.087,0.631,0.294
693,5.984016,8.609,4.604,3.186,0.675,0.144
694,5.992812,9.094,4.592,2.272,0.803,1.427
695,6.000883,9.222,4.643,3.271,0.93,0.378
696,6.009156,9.335,4.598,3.163,1.118,0.456
697,6.017747,9.15,4.578,3.417,0.701,0.454
698,6.026026,9.08,4.647,3.114,0.92,0.399
699,6.034049,9.39,4.664,3.12,1.216,0.39
700,6.042756,9.196,4.627,3.392,0.807,0.37
701,6.050863,9.55,4.782,3.639,0.736,0.393
702,6.059563,9.289,4.714,3.538,0.658,0.379
703,6.068032,9.497,4.658,3.77,0.631,0.438
704,6.076384,9.75,4.763,3.59,0.783,0.614
705,6.084777,9.532,4.714,2.278,1.19,1.35
706,6.094867,8.976,4.61,3.263,0.697,0.406
707,6.103425,9.168,4.61,3.637,0.576,0.345
708,6.111378,9.482,4.869,2.263,1.149,1.201
709,6.11979,9.301,4.633,3.336,1.161,0.171
710,6.127775,9.727,4.741,2.253,1.505,1.228
711,6.136425,9.314,4.647,3.11,1.283,0.274
712,6.144821,9.265,4.635,3.335,1.121,0.174
713,6.15513,9.136,4.632,3.69,0.652,0.162
714,6.16328,9.384,4.878,3.552,0.732,0.222
715,6.172252,9.05,4.517,3.183,0.755,0.595
716,6.179966,9.462,4.802,3.12,1.11,0.43
717,6.188437,9.168,4.606,3.677,0.715,0.17
718,6.196899,9.06,4.683,2.196,1.002,1.179
719,6.205121,9.166,4.571,3.812,0.617,0.166
720,6.213556,9.162,4.679,3.638,0.647,0.198
721,6.223735,8.838,4.625,3.381,0.646,0.186
722,6.233986,8.689,4.682,3.245,0.618,0.144
723,6.242619,8.591,4.565,2.223,0.6,1.203
724,6.250561,8.934,4.603,2.271,0.959,1.101
725,6.25886,8.999,4.518,3.405,0.902,0.174
726,6.26731,8.868,4.638,2.998,0.849,0.383
727,6.275752,8.954,4.826,3.247,0.713,0.168
728,6.284158,8.859,4.687,3.021,0.836,0.315
729,6.292753,9.046,4.495,2.332,0.779,1.44
730,6.300856,8.952,4.504,3.38,0.798,0.27
731,6.309404,8.665,4.6,3.123,0.685,0.257
732,6.317808,8.789,4.609,3.33,0.65,0.2
733,6.325985,9.258,4.736,3.763,0.611,0.148
734,6.334202,9.488,5.03,3.477,0.718,0.263
735,6.342793,9.22,4.772,3.304,0.895,0.249
736,6.352588,8.944,4.64,3.49,0.629,0.185
737,6.361292,8.601,4.627,3.015,0.591,0.368
738,6.369457,8.826,4.499,2.979,0.941,0.407
739,6.378169,8.796,4.603,3.142,0.658,0.393
740,6.38664,8.663,4.595,2.267,0.705,1.096
741,6.395281,8.667,4.675,3.125,0.646,0.221
742,6.405498,10.266,4.576,3.558,1.968,0.164
743,6.413547,10.633,4.795,3.541,2.05,0.247
744,6.421749,10.769,4.765,3.339,2.417,0.248
745,6.430231,10.528,4.538,3.262,2.568,0.16
746,6.438072,11.033,4.765,3.116,2.851,0.301
747,6.446723,10.717,4.601,3.419,2.521,0.176
748,6.455223,10.729,4.63,3.142,2.507,0.45
749,6.463422,10.669,4.619,3.105,2.651,0.294
750,6.473895,8.782,4.645,3.369,0.618,0.15
751,6.484176,8.617,4.574,3.055,0.641,0.347
752,6.492389,8.803,4.509,3.174,0.83,0.29
753,6.500657,8.933,4.614,3.528,0.598,0.193
754,6.508936,8.938,4.631,3.384,0.78,0.143
755,6.517219,9.012,4.549,3.094,1.033,0.336
756,6.525884,8.667,4.545,3.33,0.639,0.153
757,6.534066,8.812,4.631,2.12,0.767,1.294
758,6.54262,9.003,4.705,3.33,0.711,0.257
759,6.551122,8.775,4.668,3.015,0.642,0.45
760,6.559025,9.176,4.706,3.661,0.678,0.131
761,6.567643,8.946,4.656,3.43,0.672,0.188
762,6.575742,9.221,4.761,3.306,0.932,0.222
763,6.584575,8.775,4.525,3.023,0.709,0.518
764,6.59433,8.759,4.591,3.093,0.713,0.362
765,6.602856,8.688,4.589,3.304,0.615,0.18
766,6.611542,8.695,4.596,3.015,0.619,0.465
767,6.61979,8.815,4.605,3.331,0.648,0.231
768,6.628055,8.803,4.603,3.161,0.784,0.255
769,6.636118,9.089,4.671,3.054,0.992,0.372
770,6.644771,8.807,4.606,3.342,0.648,0.211
771,6.655005,8.634,4.626,3.182,0.61,0.216
772,6.663339,8.681,4.6,2.965,0.637,0.479
773,6.67156,8.914,4.484,3.624,0.624,0.182
774,6.680305,8.616,4.584,2.187,0.571,1.274
775,6.688083,9.104,4.683,3.102,1.025,0.294
776,6.6968,8.794,4.597,3.346,0.635,0.216
777,6.705217,8.709,4.594,3.121,0.709,0.285
778,6.715603,8.828,4.609,3.425,0.612,0.182
779,6.725756,8.851,4.597,3.394,0.572,0.288
780,6.733962,8.935,4.546,2.413,0.887,1.089
781,6.74247,8.693,4.508,3.097,0.746,0.342
782,6.750548,8.955,4.57,3.018,0.959,0.408
783,6.758983,8.807,4.584,3.23,0.842,0.151
784,6.767409,8.763,4.598,3.08,0.734,0.351
785,6.775726,8.788,4.592,3.436,0.597,0.163
786,6.784238,8.955,4.626,3.201,0.761,0.367
787,6.792829,8.835,4.638,3.306,0.663,0.228
788,6.800958,9.001,4.762,3.08,0.824,0.335
789,6.809433,8.966,4.639,3.588,0.595,0.144
790,6.817806,9.04,4.723,3.291,0.77,0.256
791,6.825816,9.324,4.763,3.208,1.105,0.248
792,6.834205,9.238,4.572,3.109,1.237,0.32
793,6.842759,9.135,4.595,3.391,0.85,0.299
794,6.853268,8.707,4.594,3.01,0.603,0.5
795,6.861447,8.909,4.536,3.143,0.817,0.413
796,6.869878,8.715,4.563,3.297,0.67,0.185
797,6.877919,9.318,4.771,3.711,0.641,0.195
798,6.886505,9.064,4.623,3.566,0.678,0.197
799,6.894875,9.092,4.708,2.139,0.884,1.361
800,6.903134,9.097,4.699,3.092,0.986,0.32
801,6.913333,8.617,4.578,3.003,0.665,0.371
802,6.922121,9.132,4.607,3.731,0.628,0.166
803,6.930311,9.323,4.922,3.465,0.714,0.222
804,6.938824,9.098,4.87,3.183,0.857,0.188
805,6.946384,9.93,5.168,3.262,1.267,0.233
806,6.954782,9.886,4.987,3.682,0.961,0.256
807,6.963332,9.641,4.798,3.603,1.024,0.216
808,6.973876,8.74,4.629,3.279,0.667,0.165
809,6.984204,8.645,4.595,3.099,0.655,0.296
810,6.992341,8.839,4.505,3.054,0.962,0.318
811,7.00083,8.724,4.538,3.414,0.619,0.153
812,7.008972,8.927,4.686,2.492,0.857,0.892
813,7.017459,9.145,4.65,3.653,0.648,0.194
814,7.025829,9.164,4.753,3.241,0.92,0.25
815,7.034325,8.901,4.461,3.165,1.062,0.213
816,7.042809,9.252,4.571,2.342,0.809,1.53
817,7.051122,8.987,4.663,3.145,0.759,0.42
818,7.059466,9.403,4.723,3.561,0.748,0.371
819,7.067813,9.563,4.703,3.262,1.054,0.544
820,7.075963,9.639,4.725,2.492,1.275,1.147
821,7.08462,9.309,4.648,3.458,0.78,0.423
822,7.094735,8.962,4.692,3.306,0.616,0.348
823,7.103255,8.815,4.541,3.214,0.66,0.4
824,7.111582,9.343,4.701,3.456,0.846,0.34
825,7.11974,9.675,4.743,3.249,1.192,0.491
826,7.12828,9.428,4.476,2.143,1.269,1.54
827,7.136584,9.345,4.601,3.472,0.938,0.334
828,7.144781,9.544,4.779,3.234,1.126,0.405
829,7.153189,9.448,4.514,2.04,1.332,1.562
830,7.163438,8.968,4.573,3.052,0.732,0.611
831,7.171973,8.91,4.587,3.261,0.713,0.349
832,7.179933,9.368,4.811,3.088,0.925,0.544
833,7.188646,9.36,4.642,3.452,0.818,0.448
834,7.196718,9.759,4.824,3.195,1.147,0.593
835,7.205318,9.331,4.674,3.124,1.035,0.498
836,7.215772,9.182,4.6,3.348,0.704,0.53
837,7.22611,8.933,4.568,3.059,0.711,0.595
838,7.234148,9.377,4.573,3.749,0.706,0.349
839,7.242641,9.324,4.649,3.461,0.788,0.426
840,7.250953,9.349,4.712,3.21,0.975,0.452
841,7.259171,9.437,4.547,3.728,0.756,0.406
842,7.267584,9.434,4.638,3.497,0.852,0.447
843,7.275925,9.435,4.665,2.19,1.093,1.487
844,7.284274,9.376,4.485,3.165,1.269,0.457
845,7.292427,9.513,4.531,3.69,0.925,0.367
846,7.300971,9.263,4.61,3.258,1.061,0.334
847,7.309765,9.145,4.509,3.462,0.731,0.443
848,7.317836,9.439,4.795,2.128,0.945,1.571
849,7.326706,9.203,4.585,3.453,0.715,0.45
850,7.334514,9.844,4.904,2.253,1.145,1.542
851,7.342837,9.587,4.62,3.418,1.216,0.333
852,7.352954,9.04,4.631,3.253,0.745,0.411
853,7.361644,9.198,4.611,3.464,0.752,0.371
854,7.369571,9.727,4.924,2.258,1.099,1.446
855,7.378356,9.229,4.592,3.138,0.974,0.525
856,7.386279,9.538,4.6,3.057,1.373,0.508
857,7.394918,9.315,4.554,2.256,1.12,1.385
858,7.404988,8.873,4.589,3.208,0.74,0.336
859,7.413357,8.894,4.521,3.146,0.776,0.451
860,7.421915,9.022,4.588,3.31,0.763,0.361
861,7.430346,9.512,4.709,3.672,0.732,0.399
862,7.438569,9.831,4.828,2.3,1.226,1.477
863,7.44664,9.922,4.645,3.417,1.458,0.402
864,7.454994,9.98,4.662,3.252,1.591,0.475
865,7.466083,8.937,4.583,3.126,0.711,0.517
866,7.475884,9.038,4.6,3.29,0.737,0.411
867,7.484233,8.968,4.643,3.032,0.745,0.548
868,7.492557,9.207,4.704,3.509,0.694,0.3
869,7.500727,9.331,4.797,3.214,1.048,0.272
870,7.508895,9.406,4.724,3.24,1.276,0.166
871,7.517293,9.347,4.519,3.087,1.426,0.315
872,7.525995,9.66,4.637,4.061,0.752,0.21
873,7.534133,9.922,4.964,2.229,1.493,1.236
874,7.542696,9.657,4.629,3.368,1.451,0.209
875,7.55116,9.469,4.496,3.577,1.252,0.144
876,7.559799,9.172,4.604,3.319,1.093,0.156
877,7.567885,9.653,4.678,3.246,1.312,0.417
878,7.576019,9.891,4.644,2.129,1.583,1.535
879,7.584235,9.832,4.503,3.168,1.842,0.319
880,7.592723,9.598,4.619,3.34,1.467,0.172
881,7.602908,8.872,4.611,3.27,0.685,0.306
882,7.611403,9.018,4.711,3.567,0.593,0.147
883,7.619343,9.469,4.9,3.386,0.984,0.199
884,7.627967,9.165,4.549,3.255,1.174,0.187
885,7.636595,8.994,4.598,3.544,0.678,0.174
886,7.644712,9.33,4.701,3.282,1.06,0.287
887,7.653565,8.993,4.581,3.599,0.65,0.163
888,7.663108,8.67,4.567,3.205,0.708,0.19
889,7.671681,8.873,4.652,3.381,0.66,0.18
890,7.680162,9.465,4.645,3.884,0.77,0.166
891,7.688425,9.59,4.91,3.348,1.125,0.207
892,7.696808,9.477,4.732,3.206,1.345,0.194
893,7.704945,9.681,4.863,3.215,1.39,0.213
894,7.715434,8.609,4.601,3.052,0.631,0.325
895,7.725579,8.696,4.639,2.157,0.676,1.224
896,7.734196,8.68,4.559,2.179,0.584,1.358
897,7.742368,8.811,4.613,2.97,0.689,0.539
898,7.750799,8.937,4.639,3.334,0.663,0.301
899,7.759052,9.088,4.622,3.11,0.848,0.508
900,7.767304,8.977,4.461,3.052,1.095,0.369
901,7.7761,8.588,4.583,3.078,0.61,0.317
902,7.784038,8.98,4.655,3.156,0.934,0.235
903,7.792428,8.94,4.588,3.068,0.947,0.337
904,7.801031,8.786,4.503,3.265,0.731,0.287
905,7.809952,8.856,4.587,3.272,0.72,0.277
906,7.817668,9.557,4.881,3.246,1.06,0.37
907,7.826061,9.309,4.762,3.09,1.136,0.321
908,7.834194,9.495,4.641,3.17,1.466,0.218
909,7.84349,9.616,4.635,3.602,0.769,0.61
910,7.852786,9.011,4.651,2.279,0.71,1.371
911,7.861626,9.125,4.613,3.43,0.711,0.371
912,7.869688,9.491,4.706,2.206,1.07,1.509
913,7.878121,9.497,4.551,3.789,0.801,0.356
914,7.887136,9.76,4.71,3.914,0.701,0.435
915,7.894982,10.555,5.142,2.231,1.469,1.713
916,7.903069,10.282,4.599,2.149,2.267,1.267
917,7.913005,9.2,4.529,3.776,0.715,0.18
918,7.921484,9.186,4.682,3.563,0.682,0.259
919,7.929983,9.041,4.701,2.436,0.827,1.077
920,7.938574,9.091,4.574,3.608,0.628,0.281
921,7.946567,9.437,4.966,2.221,0.988,1.262
922,7.954729,9.497,4.626,3.373,1.364,0.134
923,7.963852,8.746,4.572,3.319,0.69,0.165
924,7.971876,9.053,4.828,3.168,0.82,0.237
925,7.982141,9.11,4.614,3.694,0.636,0.166
926,7.992059,9.491,4.644,3.906,0.767,0.174
927,8.000689,9.276,4.643,2.37,1.16,1.103
928,8.009106,9.137,4.583,3.763,0.631,0.16
929,8.017403,9.246,4.781,2.32,0.989,1.156
930,8.026187,9.349,4.545,3.998,0.631,0.175
931,8.034164,9.761,5.033,2.253,1.281,1.194
932,8.042556,9.7,4.592,3.576,1.33,0.202
933,8.050862,9.685,4.717,3.191,1.563,0.214
934,8.059315,9.56,4.554,3.156,1.606,0.244
935,8.06742,9.877,4.558,3.101,1.837,0.381
936,8.076084,9.462,4.586,3.24,1.457,0.179
937,8.084146,9.77,4.771,3.069,1.564,0.366
938,8.092671,9.531,4.635,3.427,1.319,0.15
939,8.103343,8.791,4.645,3.062,0.622,0.462
940,8.111533,9.006,4.539,3.544,0.711,0.212
941,8.120116,8.878,4.594,3.091,0.708,0.485
942,8.127914,9.329,4.789,3.114,1.053,0.373
943,8.136464,9.007,4.689,3.528,0.644,0.146
944,8.144846,8.95,4.66,3.264,0.894,0.132
945,8.153319,8.931,4.65,3.079,0.789,0.413
946,8.162997,8.709,4.704,3.121,0.626,0.258
947,8.171888,9.338,4.638,3.875,0.553,0.272
948,8.179814,9.836,5.086,3.07,1.152,0.528
949,8.188373,9.473,4.559,3.15,1.477,0.287
950,8.196673,9.442,4.624,3.384,1.267,0.167
951,8.205156,9.417,4.616,3.136,1.303,0.362
952,8.213265,9.567,4.516,3.128,1.629,0.294
953,8.223773,8.962,4.6,3.414,0.647,0.301
954,8.234274,8.729,4.57,2.968,0.628,0.563
955,8.242379,8.969,4.513,3.143,0.918,0.395
956,8.250709,8.887,4.629,3.342,0.697,0.219
957,8.258891,8.963,4.773,3.17,0.808,0.212
958,8.26724,8.948,4.504,3.081,1.085,0.278
959,8.275636,8.875,4.613,3.455,0.669,0.138
960,8.284184,8.814,4.495,3.143,0.859,0.317
961,8.292366,9.531,4.693,3.826,0.775,0.237
962,8.301231,9.456,4.788,3.844,0.621,0.203
963,8.309291,10.004,5.513,3.426,0.73,0.335
964,8.317682,9.843,4.984,2.091,1.395,1.373
965,8.325922,9.892,4.614,4.013,1.078,0.187
966,8.334119,10.21,5.198,3.431,1.213,0.368
967,8.344346,9.113,4.68,3.657,0.607,0.169
968,8.353589,8.936,4.624,3.563,0.551,0.198
969,8.361363,9.605,5.031,3.36,0.937,0.277
970,8.369727,9.561,4.746,3.177,1.309,0.329
971,8.377798,9.784,4.712,2.42,1.607,1.045
972,8.386266,9.586,4.694,3.137,1.497,0.258
973,8.394613,9.56,4.608,3.475,1.335,0.142
974,8.40515,8.601,4.567,3.156,0.658,0.22
975,8.413117,8.964,4.735,3.23,0.821,0.178
976,8.421778,8.885,4.619,3.354,0.691,0.221
977,8.430087,8.866,4.655,3.132,0.809,0.27
978,8.438064,9.182,4.874,3.223,0.952,0.133
979,8.447262,8.502,4.598,3.198,0.547,0.159
980,8.454928,9.886,4.862,3.117,1.623,0.284
981,8.46343,9.679,4.58,2.267,1.735,1.097
982,8.471978,9.452,4.67,3.207,1.425,0.15
983,8.481994,9.14,4.676,3.686,0.609,0.169
984,8.492321,8.558,4.605,3.154,0.597,0.202
985,8.500733,8.834,4.604,3.373,0.628,0.229
986,8.509428,8.999,4.699,3.504,0.647,0.149
987,8.517432,9.457,4.875,2.481,1.132,0.969
988,8.526009,9.841,4.561,4.007,0.757,0.516
989,8.534673,9.66,4.59,3.511,0.889,0.67
990,8.542762,9.914,4.761,3.331,1.145,0.677
991,8.551149,9.624,4.651,3.059,1.351,0.563
992,8.559637,9.438,4.631,3.438,0.96,0.409
993,8.567782,9.674,4.779,3.196,1.241,0.458
994,8.575966,9.636,4.744,3.17,1.432,0.29
995,8.583897,9.983,4.875,3.113,1.707,0.288
996,8.594682,8.915,4.664,3.449,0.643,0.159
997,8.603363,8.723,4.651,3.043,0.601,0.428
998,8.611377,8.939,4.62,2.211,0.951,1.157
999,8.619627,9.012,4.528,3.535,0.782,0.167
1000,8.628255,8.814,4.542,3.077,0.81,0.385
1001,8.636496,9.04,4.651,3.463,0.63,0.296
1002,8.644903,9.079,4.646,3.345,0.76,0.328
1003,8.653303,8.987,4.677,3.077,0.821,0.412
1004,8.663102,8.808,4.588,3.106,0.729,0.385
1005,8.671731,8.864,4.574,3.376,0.668,0.246
1006,8.68021,8.642,4.619,3.069,0.665,0.289
1007,8.688206,8.98,4.611,3.058,1.012,0.299
1008,8.697122,8.643,4.58,3.136,0.722,0.205
1009,8.704825,9.341,4.9,2.088,1.026,1.327
1010,8.71322,9.257,4.579,2.121,1.301,1.256
1011,8.723864,8.834,4.572,3.325,0.708,0.229
1012,8.734048,8.594,4.593,3.116,0.623,0.262
1013,8.742277,9.274,4.549,3.826,0.734,0.165
1014,8.75081,9.119,4.601,3.372,0.933,0.213
1015,8.758997,9.251,4.737,2.138,1.132,1.244
1016,8.767372,9.208,4.64,3.13,1.182,0.256
1017,8.775686,9.198,4.612,2.24,1.243,1.103
1018,8.78415,9.139,4.558,3.164,1.172,0.245
1019,8.792684,8.932,4.57,2.09,0.967,1.305
1020,8.800966,9.131,4.539,2.206,1.197,1.189
1021,8.809493,9.227,4.661,3.598,0.701,0.267
