sample,elapsed_s,total_ms,decode_wait_ms,prepare_ms,submit_to_flip_ms,other_ms
513,4.426511,4.716,2.374,0.084,0.894,1.364
514,4.43434,5.215,2.375,0.073,0.897,1.87
515,4.442818,5.084,2.341,0.075,0.899,1.769
516,4.45141,4.799,2.322,0.061,0.894,1.522
517,4.461493,3.341,2.392,0.095,0.618,0.236
518,4.469757,3.372,2.344,0.056,0.752,0.22
519,4.478179,3.526,2.4,0.151,0.777,0.198
520,4.48689,3.432,2.365,0.072,0.786,0.209
521,4.494789,3.866,2.339,0.046,1.243,0.238
522,4.503625,3.468,2.374,0.048,0.807,0.239
523,4.511494,3.931,2.36,0.064,1.28,0.227
524,4.521822,5.083,2.49,0.069,0.742,1.782
525,4.530295,4.972,2.373,0.048,0.766,1.785
526,4.538784,4.856,2.338,0.068,0.804,1.646
527,4.546951,5.027,2.37,0.068,0.802,1.787
528,4.555343,4.947,2.37,0.047,0.805,1.725
529,4.563231,5.391,2.368,0.066,0.826,2.131
530,4.572116,4.871,2.384,0.065,0.842,1.58
531,4.58268,4.599,2.342,0.049,0.756,1.452
532,4.590624,4.994,2.365,0.059,0.778,1.792
533,4.599206,4.751,2.358,0.073,0.799,1.521
534,4.607295,4.993,2.371,0.05,0.838,1.734
535,4.615872,4.774,2.36,0.065,0.863,1.486
536,4.624069,4.93,2.341,0.064,0.872,1.653
537,4.632339,4.947,2.374,0.048,0.871,1.654
538,4.640806,4.835,2.369,0.064,0.873,1.529
539,4.651221,4.723,2.329,0.069,0.761,1.564
540,4.659252,5.012,2.373,0.047,0.757,1.835
541,4.667802,4.806,2.382,0.071,0.778,1.575
542,4.676376,4.57,2.367,0.064,0.787,1.352
543,4.684308,4.99,2.359,0.047,0.793,1.791
544,4.692662,4.978,2.33,0.064,0.795,1.789
545,4.701152,4.807,2.39,0.077,0.803,1.537
546,4.709735,4.588,2.345,0.044,0.797,1.402
547,4.720169,3.426,2.348,0.069,0.791,0.218
548,4.730149,3.391,2.345,0.057,0.754,0.235
549,4.73868,3.267,2.344,0.046,0.651,0.226
550,4.746831,3.475,2.338,0.036,0.842,0.259
551,4.755154,3.479,2.368,0.055,0.832,0.224
552,4.763297,3.658,2.382,0.069,1.013,0.194
553,4.771773,3.528,2.353,0.046,0.895,0.234
554,4.780211,3.476,2.382,0.057,0.829,0.208
555,4.788808,3.462,2.363,0.049,0.818,0.232
556,4.796799,3.8,2.343,0.048,1.185,0.224
557,4.805139,3.817,2.347,0.068,1.173,0.229
558,4.814028,4.407,2.351,0.065,0.738,1.253
559,4.821934,4.834,2.381,0.065,0.763,1.625
560,4.830445,4.66,2.373,0.044,0.762,1.481
561,4.840719,3.328,2.375,0.063,0.656,0.234
562,4.849226,3.544,2.403,0.053,0.852,0.236
563,4.857577,3.532,2.37,0.071,0.871,0.22
564,4.865381,4.041,2.349,0.053,1.424,0.215
565,4.874148,3.622,2.372,0.085,0.968,0.197
566,4.882325,3.789,2.373,0.058,1.123,0.235
567,4.891136,3.51,2.359,0.064,0.881,0.206
568,4.901311,4.587,2.324,0.046,0.762,1.455
569,4.90936,4.894,2.401,0.044,0.762,1.687
570,4.917899,4.809,2.375,0.063,0.869,1.502
571,4.926013,5.049,2.361,0.065,0.869,1.754
572,4.934407,4.969,2.36,0.045,0.87,1.694
573,4.942763,4.986,2.351,0.057,0.901,1.677
574,4.951235,4.836,2.375,0.066,0.884,1.511
575,4.961778,3.472,2.382,0.047,0.805,0.238
576,4.971834,3.531,2.355,0.056,0.88,0.24
577,4.980185,3.546,2.364,0.077,0.859,0.246
578,4.988533,3.531,2.378,0.089,0.865,0.199
579,4.996902,3.545,2.376,0.062,0.878,0.229
580,5.005173,3.672,2.407,0.083,0.996,0.186
581,5.013429,3.766,2.378,0.078,1.105,0.205
582,5.022284,3.56,2.348,0.059,0.925,0.228
583,5.030447,3.729,2.368,0.036,1.081,0.244
584,5.038807,4.676,2.356,0.071,0.8,1.449
585,5.046886,4.912,2.303,0.064,0.804,1.741
586,5.055219,4.944,2.341,0.072,0.813,1.718
587,5.063854,4.645,2.344,0.063,0.814,1.424
588,5.071861,4.968,2.342,0.044,0.814,1.768
589,5.082492,4.74,2.384,0.044,0.802,1.51
590,5.090891,4.667,2.34,0.06,0.801,1.466
591,5.099058,4.872,2.354,0.07,0.807,1.641
592,5.107695,4.537,2.337,0.047,0.807,1.346
593,5.115536,5.043,2.371,0.059,0.81,1.803
594,5.124241,4.665,2.397,0.061,0.807,1.4
595,5.132237,5.008,2.366,0.046,0.803,1.793
596,5.141019,4.617,2.403,0.074,0.831,1.309
597,5.151243,4.751,2.385,0.061,0.807,1.498
598,5.159281,5.027,2.331,0.074,0.806,1.816
599,5.16775,4.911,2.339,0.045,0.807,1.72
600,5.17616,4.831,2.405,0.059,0.808,1.559
601,5.184246,5.063,2.378,0.048,0.806,1.831
602,5.192899,4.724,2.297,0.059,0.808,1.56
603,5.201293,4.699,2.353,0.074,0.81,1.462
604,5.211334,3.506,2.361,0.068,0.869,0.208
605,5.219984,3.471,2.367,0.06,0.806,0.238
606,5.228416,3.499,2.367,0.069,0.851,0.212
607,5.23652,3.737,2.354,0.075,1.096,0.212
608,5.244943,4.98,2.425,0.09,0.956,1.509
609,5.253067,5.2,2.354,0.071,0.958,1.817
610,5.26169,4.891,2.341,0.068,0.956,1.526
611,5.27188,3.307,2.352,0.075,0.662,0.218
612,5.280326,3.351,2.39,0.068,0.693,0.2
613,5.288825,4.664,2.363,0.065,0.799,1.437
614,5.297186,4.608,2.348,0.074,0.8,1.386
615,5.305202,4.941,2.353,0.055,0.803,1.73
616,5.31377,4.732,2.366,0.055,0.813,1.498
617,5.321834,5.105,2.379,0.061,0.928,1.737
618,5.332272,3.432,2.365,0.066,0.791,0.21
619,5.340666,3.447,2.404,0.055,0.793,0.195
620,5.348827,3.667,2.4,0.085,0.975,0.207
621,5.357792,3.5,2.405,0.053,0.811,0.231
622,5.365823,3.815,2.407,0.085,1.113,0.21
623,5.374202,3.748,2.434,0.076,1.041,0.197
624,5.382353,3.98,2.38,0.15,1.214,0.236
625,5.391121,3.856,2.469,0.109,0.896,0.382
626,5.401323,4.802,2.425,0.107,0.786,1.484
627,5.411376,3.531,2.382,0.109,0.825,0.215
628,5.419789,3.407,2.378,0.062,0.762,0.205
629,5.428156,3.792,2.444,0.134,0.894,0.32
630,5.436609,3.58,2.406,0.069,0.868,0.237
631,5.444696,3.813,2.362,0.083,1.158,0.21
632,5.452949,3.894,2.319,0.109,1.264,0.202
633,5.461555,3.658,2.425,0.098,0.89,0.245
634,5.470168,5.073,2.239,0.15,0.952,1.732
635,5.478358,4.984,2.374,0.116,0.958,1.536
636,5.486574,5.056,2.34,0.116,0.953,1.647
637,5.494764,5.268,2.379,0.101,0.953,1.835
638,5.503243,5.011,2.312,0.103,0.956,1.64
639,5.511837,4.964,2.29,0.125,0.954,1.595
640,5.522163,3.858,2.288,0.097,0.867,0.606
641,5.530281,3.742,2.367,0.12,0.974,0.281
642,5.539092,3.668,2.303,0.101,0.788,0.476
643,5.547545,3.907,2.367,0.174,0.927,0.439
644,5.555503,4.371,2.335,0.13,1.382,0.524
645,5.56381,4.341,2.294,0.118,1.46,0.469
646,5.572208,4.287,2.366,0.176,1.245,0.5
647,5.580748,4.052,2.29,0.126,1.174,0.462
648,5.590668,5.234,2.361,0.15,0.976,1.747
649,5.599241,5.105,2.302,0.15,0.968,1.685
650,5.608185,5.02,2.39,0.204,0.951,1.475
651,5.61631,4.993,2.375,0.104,0.978,1.536
652,5.624631,5.017,2.376,0.215,0.956,1.47
653,5.632917,5.165,2.38,0.156,0.976,1.653
654,5.640996,4.872,2.333,0.068,0.977,1.494
655,5.651716,3.876,2.336,0.072,0.835,0.633
656,5.661759,3.699,2.344,0.064,0.665,0.626
657,5.670125,4.409,2.372,0.084,1.33,0.623
658,5.678689,4.475,2.349,0.102,1.159,0.865
659,5.687221,4.298,2.359,0.083,1.01,0.846
660,5.695202,4.562,2.321,0.074,1.416,0.751
661,5.703626,4.853,2.378,0.075,1.662,0.738
662,5.712137,4.805,2.342,0.081,1.512,0.87
663,5.720251,4.879,2.411,0.08,1.667,0.721
664,5.728868,4.648,2.344,0.084,1.443,0.777
665,5.737202,4.591,2.36,0.097,1.415,0.719
666,5.745304,4.815,2.334,0.081,1.688,0.712
667,5.753406,5.007,2.354,0.076,1.906,0.671
668,5.762342,4.46,2.404,0.083,1.25,0.723
669,5.772351,5.421,2.354,0.063,1.141,1.863
670,5.781169,4.956,2.377,0.113,1.136,1.33
671,5.788708,5.346,2.297,0.076,1.14,1.833
672,5.797338,5.31,2.365,0.078,1.141,1.726
673,5.805378,5.502,2.35,0.074,1.14,1.938
674,5.814352,5.2,2.357,0.082,1.138,1.623
675,5.82261,5.024,2.365,0.07,1.14,1.449
676,5.832818,5.149,2.327,0.061,0.979,1.782
677,5.841138,5.147,2.363,0.068,0.983,1.733
678,5.849282,5.189,2.364,0.084,0.987,1.754
679,5.857801,5.076,2.332,0.055,0.987,1.702
680,5.866171,5.095,2.362,0.078,0.991,1.664
681,5.874246,5.454,2.376,0.068,1.23,1.78
682,5.883051,5.262,2.344,0.058,1.232,1.628
683,5.891161,5.307,2.366,0.065,1.234,1.642
684,5.901766,4.604,2.32,0.07,0.71,1.504
685,5.912018,4.364,2.39,0.084,1.156,0.734
686,5.920238,4.49,2.37,0.07,1.295,0.755
687,5.928616,4.479,2.374,0.052,1.244,0.809
688,5.93716,4.294,2.345,0.059,1.061,0.829
689,5.945083,4.638,2.343,0.063,1.478,0.754
690,5.95355,4.446,2.399,0.052,1.278,0.717
691,5.962262,4.131,2.377,0.081,0.951,0.722
692,5.970301,5.034,2.408,0.128,0.88,1.618
693,5.978631,4.918,2.375,0.069,0.885,1.589
694,5.986738,5.548,2.361,0.149,1.341,1.697
695,5.995573,5.211,2.389,0.079,1.348,1.395
696,6.003669,5.454,2.361,0.07,1.348,1.675
697,6.01228,5.153,2.395,0.067,1.349,1.342
698,6.022133,3.672,2.373,0.041,0.598,0.66
699,6.031179,4.456,2.386,0.068,0.713,1.289
700,6.039129,4.881,2.366,0.071,0.729,1.715
701,6.047099,5.056,2.392,0.059,0.733,1.872
702,6.055483,4.928,2.342,0.058,0.734,1.794
703,6.064082,4.746,2.384,0.064,0.744,1.554
704,6.072242,4.961,2.38,0.074,0.807,1.7
705,6.08088,4.667,2.412,0.075,0.798,1.382
706,6.091173,4.694,2.374,0.083,0.672,1.565
707,6.09934,4.902,2.37,0.067,0.778,1.687
708,6.10782,4.793,2.359,0.05,0.78,1.604
709,6.116101,4.819,2.369,0.064,0.78,1.606
710,6.12422,5.016,2.388,0.077,0.777,1.774
711,6.13279,4.926,2.34,0.071,0.768,1.747
712,6.143423,3.685,2.36,0.076,0.66,0.589
713,6.153395,3.684,2.39,0.087,0.667,0.54
714,6.161653,3.755,2.357,0.05,0.774,0.574
715,6.170298,3.829,2.375,0.085,0.799,0.57
716,6.178402,4.161,2.367,0.075,1.04,0.679
717,6.187108,3.992,2.345,0.063,0.796,0.788
718,6.195159,4.114,2.349,0.069,1.075,0.621
719,6.203267,4.294,2.365,0.083,1.285,0.561
720,6.211911,4.045,2.355,0.071,0.981,0.638
721,6.22034,4.678,2.361,0.078,0.707,1.532
722,6.228406,4.904,2.409,0.125,0.719,1.651
723,6.237353,4.74,2.376,0.09,0.786,1.488
724,6.245333,4.816,2.345,0.077,0.786,1.608
725,6.253685,4.713,2.375,0.067,0.792,1.479
726,6.262238,4.518,2.347,0.061,0.789,1.321
727,6.272146,3.683,2.387,0.072,0.623,0.601
728,6.28059,3.761,2.355,0.066,0.797,0.543
729,6.289595,4.352,2.384,0.074,0.72,1.174
730,6.297088,5.067,2.394,0.083,0.749,1.841
731,6.305518,4.887,2.391,0.066,0.748,1.682
732,6.314009,4.839,2.363,0.082,0.751,1.643
733,6.322449,4.617,2.363,0.072,0.753,1.429
734,6.33251,3.879,2.36,0.075,0.821,0.623
735,6.341225,4.007,2.372,0.074,0.815,0.746
736,6.349529,3.842,2.366,0.061,0.851,0.564
737,6.357524,4.93,2.4,0.049,0.715,1.766
738,6.365906,4.956,2.387,0.063,0.714,1.792
739,6.374538,4.574,2.334,0.078,0.71,1.452
740,6.382241,4.944,2.339,0.075,0.706,1.824
741,6.39142,4.562,2.358,0.069,0.721,1.414
742,6.401685,4.562,2.374,0.082,0.698,1.408
743,6.4119,3.688,2.361,0.07,0.644,0.613
744,6.420019,3.828,2.393,0.083,0.824,0.528
745,6.428381,3.707,2.388,0.093,0.797,0.429
746,6.436899,4.019,2.323,0.063,0.941,0.692
747,6.445009,4.113,2.382,0.086,1.107,0.538
748,6.453304,4.113,2.39,0.08,1.138,0.505
749,6.461607,4.152,2.367,0.05,1.188,0.547
750,6.470086,4.999,2.395,0.077,0.76,1.767
751,6.47836,4.996,2.379,0.081,0.806,1.73
752,6.487081,4.839,2.401,0.077,0.809,1.552
753,6.495522,4.561,2.343,0.085,0.813,1.32
754,6.503411,4.938,2.368,0.062,0.81,1.698
755,6.512028,4.779,2.4,0.102,0.809,1.468
756,6.52249,3.72,2.359,0.059,0.787,0.515
757,6.530567,3.949,2.404,0.065,1.001,0.479
758,6.539271,4.701,2.354,0.054,0.808,1.485
759,6.547202,5.033,2.416,0.077,0.912,1.628
760,6.55556,5.025,2.348,0.094,0.916,1.667
761,6.563577,5.334,2.379,0.132,0.906,1.917
762,6.572311,4.956,2.369,0.086,0.917,1.584
763,6.580978,4.736,2.385,0.052,0.913,1.386
764,6.591182,3.836,2.395,0.055,0.621,0.765
765,6.59931,3.802,2.365,0.066,0.857,0.514
766,6.607669,4.86,2.339,0.054,0.735,1.732
767,6.616151,4.736,2.395,0.064,0.735,1.542
768,6.624066,5.211,2.353,0.069,0.782,2.007
769,6.633064,4.623,2.333,0.051,0.786,1.453
770,6.643144,3.797,2.359,0.096,0.614,0.728
771,6.651941,3.915,2.384,0.058,0.807,0.666
772,6.659634,4.459,2.379,0.045,1.461,0.574
773,6.668111,4.382,2.363,0.042,1.332,0.645
774,6.676508,4.25,2.37,0.093,1.256,0.531
775,6.685059,4.181,2.342,0.058,1.071,0.71
776,6.693203,4.439,2.34,0.113,1.184,0.802
777,6.701616,4.702,2.369,0.079,0.811,1.443
778,6.712151,3.668,2.402,0.077,0.622,0.567
779,6.720112,4.032,2.357,0.056,1.042,0.577
780,6.728879,3.694,2.321,0.06,0.766,0.547
781,6.737071,3.836,2.375,0.075,0.852,0.534
782,6.745214,4.864,2.382,0.046,0.623,1.813
783,6.753683,4.739,2.349,0.061,0.779,1.55
784,6.762291,4.407,2.39,0.061,0.777,1.179
785,6.770247,4.823,2.364,0.061,0.807,1.591
786,6.780408,3.617,2.379,0.046,0.613,0.579
787,6.789353,4.674,2.372,0.075,0.798,1.429
788,6.797229,4.991,2.391,0.07,0.843,1.687
789,6.805879,4.708,2.368,0.05,0.843,1.447
790,6.813943,5.06,2.387,0.058,0.849,1.766
791,6.822526,4.68,2.331,0.068,0.843,1.438
792,6.830841,4.746,2.322,0.05,0.849,1.525
793,6.84105,3.94,2.392,0.072,0.822,0.654
794,6.849497,3.746,2.39,0.088,0.709,0.559
795,6.857604,4.96,2.383,0.047,0.776,1.754
796,6.866103,4.848,2.373,0.058,0.778,1.639
797,6.874634,4.632,2.358,0.063,0.799,1.412
798,6.882593,5.03,2.367,0.047,0.802,1.814
799,6.891454,4.591,2.376,0.061,0.851,1.303
800,6.901672,3.852,2.346,0.054,0.869,0.583
801,6.909723,4.121,2.341,0.051,1.158,0.571
802,6.918168,4.048,2.341,0.036,1.046,0.625
803,6.926479,4.637,2.377,0.045,0.582,1.633
804,6.934988,4.795,2.366,0.062,0.879,1.488
805,6.943399,4.836,2.359,0.069,0.878,1.53
806,6.951421,5.005,2.385,0.06,0.878,1.682
807,6.960031,4.71,2.361,0.077,0.881,1.391
808,6.970148,3.816,2.363,0.048,0.796,0.609
809,6.978797,3.678,2.387,0.06,0.69,0.541
810,6.987002,3.895,2.393,0.152,0.765,0.585
811,6.995376,4.716,2.384,0.045,0.747,1.54
812,7.003638,4.756,2.353,0.054,0.748,1.601
813,7.011943,4.853,2.373,0.059,0.77,1.651
814,7.022219,3.855,2.391,0.074,0.858,0.532
815,7.030638,3.786,2.401,0.063,0.761,0.561
816,7.039002,3.796,2.377,0.07,0.754,0.595
817,7.047629,3.836,2.359,0.044,0.8,0.633
818,7.05583,3.972,2.352,0.073,0.941,0.606
819,7.064119,4.52,2.354,0.04,0.59,1.536
820,7.072353,4.738,2.366,0.064,0.72,1.588
821,7.082533,3.791,2.418,0.048,0.773,0.552
822,7.090798,3.859,2.355,0.046,0.902,0.556
823,7.099618,3.661,2.361,0.045,0.601,0.654
824,7.107646,3.911,2.347,0.048,0.918,0.598
825,7.116042,3.868,2.38,0.042,0.828,0.618
826,7.124194,4.023,2.407,0.058,0.98,0.578
827,7.132708,3.899,2.347,0.05,0.863,0.639
828,7.141081,3.828,2.357,0.07,0.812,0.589
829,7.151941,4.509,2.401,0.061,0.756,1.291
830,7.159716,4.937,2.343,0.059,0.759,1.776
831,7.167985,5.002,2.375,0.061,0.754,1.812
832,7.176689,4.641,2.34,0.063,0.775,1.463
833,7.184577,5.074,2.375,0.064,0.775,1.86
834,7.193148,4.925,2.376,0.059,0.779,1.711
835,7.201399,4.876,2.385,0.066,0.778,1.647
836,7.212082,4.424,2.373,0.083,1.378,0.59
837,7.22266,4.146,2.359,0.056,0.899,0.832
838,7.230503,4.417,2.379,0.089,1.368,0.581
839,7.238944,4.313,2.391,0.051,1.246,0.625
840,7.247491,4.119,2.386,0.084,1.039,0.61
841,7.255351,4.551,2.386,0.068,1.509,0.588
842,7.263788,4.43,2.349,0.046,1.445,0.59
843,7.272282,3.985,2.365,0.072,1.269,0.279
844,7.280521,4.336,2.425,0.231,1.165,0.515
845,7.289411,4.466,2.381,0.07,0.721,1.294
846,7.29771,4.48,2.353,0.092,0.754,1.281
847,7.305587,4.879,2.413,0.049,0.755,1.662
848,7.314154,4.738,2.378,0.121,0.721,1.518
849,7.322215,4.986,2.396,0.082,0.752,1.756
850,7.333012,4.578,2.337,0.062,0.701,1.478
851,7.340992,4.919,2.376,0.079,0.721,1.743
852,7.349539,4.824,2.406,0.078,0.77,1.57
853,7.357596,4.999,2.382,0.068,0.771,1.778
854,7.36607,4.849,2.369,0.078,0.773,1.629
855,7.374714,4.604,2.336,0.07,0.772,1.426
856,7.382955,4.709,2.366,0.067,0.773,1.503
857,7.391331,4.585,2.379,0.08,0.77,1.356
858,7.4013,3.741,2.376,0.076,0.644,0.645
859,7.410053,3.667,2.389,0.087,0.572,0.619
860,7.41815,3.923,2.366,0.082,0.838,0.637
861,7.426471,4.778,2.368,0.077,0.732,1.601
862,7.434769,4.907,2.348,0.065,0.738,1.756
863,7.442967,5.072,2.343,0.078,0.797,1.854
864,7.451606,4.807,2.351,0.08,0.792,1.584
865,7.461818,3.712,2.341,0.062,0.651,0.658
866,7.470199,4.897,2.378,0.078,0.697,1.744
867,7.478621,4.745,2.347,0.083,0.699,1.616
868,7.4871,4.672,2.38,0.094,0.754,1.444
869,7.49525,4.842,2.358,0.081,0.751,1.652
870,7.503857,4.656,2.329,0.078,0.749,1.5
871,7.512047,4.838,2.367,0.088,0.753,1.63
872,7.520426,4.662,2.381,0.076,0.75,1.455
873,7.530518,3.62,2.366,0.067,0.598,0.589
874,7.539166,4.408,2.388,0.077,0.561,1.382
875,7.547639,4.509,2.367,0.084,0.689,1.369
876,7.555636,4.855,2.344,0.065,0.686,1.76
877,7.564121,4.676,2.379,0.084,0.692,1.521
878,7.572091,5.043,2.36,0.079,0.677,1.927
879,7.582477,3.617,2.375,0.072,0.587,0.583
880,7.59097,3.608,2.37,0.082,0.619,0.537
881,7.599573,3.929,2.388,0.066,0.831,0.644
882,7.607669,4.859,2.342,0.057,0.554,1.906
883,7.61631,4.697,2.384,0.073,0.692,1.548
884,7.624576,4.784,2.403,0.094,0.731,1.556
885,7.632749,5.005,2.336,0.085,0.713,1.871
886,7.641276,4.755,2.38,0.074,0.703,1.598
887,7.651385,5.155,2.367,0.061,0.7,2.027
888,7.659852,4.981,2.346,0.085,0.703,1.847
889,7.668074,5.03,2.357,0.078,0.702,1.893
890,7.676269,5.348,2.397,0.068,0.702,2.181
891,7.684683,5.634,2.335,0.079,1.18,2.04
892,7.69311,5.302,2.319,0.082,1.18,1.721
893,7.701932,5.24,2.396,0.072,1.183,1.589
894,7.71025,5.011,2.363,0.083,1.183,1.382
895,7.719878,3.613,2.299,0.093,0.834,0.387
896,7.72868,3.66,2.338,0.066,0.649,0.607
897,7.736885,3.862,2.327,0.082,0.807,0.646
898,7.745234,4.983,2.321,0.079,0.714,1.869
899,7.753799,4.793,2.328,0.063,0.708,1.694
900,7.762157,4.783,2.374,0.091,0.721,1.597
901,7.77204,3.711,2.336,0.085,0.585,0.705
902,7.780634,3.563,2.359,0.063,0.563,0.578
903,7.789162,3.655,2.318,0.076,0.67,0.591
904,7.797259,3.843,2.382,0.09,0.827,0.544
905,7.805698,3.761,2.324,0.059,0.795,0.583
906,7.813756,5.295,2.33,0.104,0.795,2.066
907,7.82241,5.016,2.37,0.082,0.798,1.766
908,7.830859,4.875,2.374,0.07,0.8,1.631
909,7.840953,3.678,2.37,0.096,0.57,0.642
910,7.849414,3.803,2.36,0.082,0.8,0.561
911,7.857805,4.989,2.357,0.091,0.75,1.791
912,7.866026,4.836,2.293,0.09,0.754,1.699
913,7.874461,5.015,2.366,0.09,0.753,1.806
914,7.882524,5.195,2.364,0.073,0.755,2.003
915,7.89112,4.964,2.324,0.079,0.756,1.805
916,7.899688,4.661,2.331,0.08,0.754,1.496
917,7.909533,3.565,2.363,0.099,0.568,0.535
918,7.918231,3.897,2.353,0.076,0.846,0.622
919,7.926743,4.637,2.322,0.059,0.727,1.529
920,7.934653,5.107,2.323,0.076,0.723,1.985
921,7.943432,4.633,2.352,0.069,0.724,1.488
922,7.951548,4.875,2.373,0.069,0.722,1.711
923,7.961942,3.801,2.336,0.075,0.781,0.609
924,7.970151,3.956,2.385,0.08,0.857,0.634
925,7.978723,3.872,2.348,0.072,0.831,0.621
926,7.986835,4.073,2.331,0.083,1.069,0.59
927,7.995283,3.948,2.324,0.364,0.658,0.602
928,8.003727,3.76,2.382,0.067,0.793,0.518
929,8.01171,4.087,2.344,0.05,1.183,0.51
930,8.022215,5.051,2.372,0.082,0.677,1.92
931,8.032535,3.624,2.382,0.072,0.614,0.556
932,8.04082,3.665,2.318,0.049,0.724,0.574
933,8.049397,3.779,2.338,0.062,0.768,0.611
934,8.0575,3.956,2.361,0.077,0.976,0.542
935,8.065858,3.907,2.331,0.069,0.981,0.526
936,8.074105,4.131,2.36,0.09,1.041,0.64
937,8.082668,3.82,2.345,0.046,0.824,0.605
938,8.09115,3.744,2.347,0.06,0.783,0.554
939,8.099379,3.823,2.364,0.065,0.869,0.525
940,8.107931,4.998,2.367,0.085,0.812,1.734
941,8.116165,5.041,2.356,0.075,0.822,1.788
942,8.124549,4.874,2.363,0.078,0.826,1.607
943,8.132719,5.112,2.33,0.047,0.823,1.912
944,8.14121,4.936,2.38,0.064,0.826,1.666
945,8.151177,4.066,2.363,0.095,1.09,0.518
946,8.159722,4.213,2.361,0.216,0.947,0.689
947,8.168133,4.045,2.377,0.141,0.935,0.592
948,8.176781,3.928,2.356,0.134,0.759,0.679
949,8.184559,4.426,2.375,0.121,1.309,0.621
950,8.193208,4.138,2.471,0.13,0.888,0.649
951,8.201793,4.181,2.373,0.219,0.84,0.749
952,8.21229,4.954,2.361,0.199,0.796,1.598
953,8.220414,5.419,2.399,0.182,1.133,1.705
954,8.228303,5.893,2.377,0.166,1.133,2.217
955,8.236857,5.595,2.342,0.179,1.132,1.942
956,8.24542,5.338,2.376,0.16,1.134,1.668
957,8.253534,5.601,2.377,0.174,1.131,1.919
958,8.261834,5.625,2.355,0.165,1.126,1.979
959,8.272454,4.981,2.39,0.14,0.732,1.719
960,8.282652,3.905,2.331,0.146,0.812,0.616
961,8.290995,4.028,2.384,0.129,0.86,0.655
962,8.299419,3.971,2.388,0.149,0.835,0.599
963,8.307579,4.319,2.381,0.196,0.976,0.766
964,8.3157,4.253,2.322,0.206,1.245,0.48
965,8.324247,4.333,2.393,0.133,1.031,0.776
966,8.333396,4.978,2.352,0.151,1.147,1.328
